opportunity_id,account_id,opportunity_name,created_date,close_date,stage_name,amount,probability,expected_revenue,owner_id,lead_source,primary_campaign_id,forecast_category,next_step,days_in_current_stage,is_stale
OPP000150,ACC000479,Evergreen Markets 75 - Reporting Build,2025-11-13,2026-05-01,Closed Won,86517,1.0,86517.0,USR000027,Organic Search,CMP000021,Closed,,19,False
OPP000151,ACC000211,Atlas Health 66 - Reporting Build,2025-03-14,2025-03-29,Demo,29008,0.4,11603.2,USR000018,Direct,CMP000023,Commit,Executive follow-up,6,False
OPP000152,ACC000350,Keystone Networks 89 - CRM Cleanup,2025-12-19,2026-04-03,Proposal,63395,0.6,38037.0,USR000011,Event,CMP000005,Best Case,Executive follow-up,58,True
OPP000153,ACC000068,BluePeak Group - CRM Cleanup,2026-03-26,2026-06-18,Prospecting,81156,0.1,8115.6,USR000027,LinkedIn,CMP000013,Commit,Send proposal,27,False
OPP000154,ACC000414,Evergreen Networks 99 - RevOps Retainer,2026-05-28,2026-10-14,Proposal,237487,0.6,142492.2,USR000027,Event,CMP000010,Commit,Executive follow-up,33,False
OPP000155,ACC000274,Evergreen Intelligence - Reporting Build,2026-01-27,2026-08-06,Closed Won,73755,1.0,73755.0,USR000027,Direct,CMP000006,Closed,,5,False
OPP000156,ACC000552,Evergreen Group 93 - HubSpot-SFDC Integration,2025-06-30,2025-12-27,Proposal,130704,0.6,78422.4,USR000023,Partner,CMP000036,Commit,No next step logged,9,True
OPP000157,ACC000367,Evergreen Ops - Lifecycle Redesign,2025-08-06,2025-12-19,Prospecting,81761,0.1,8176.1,USR000023,Paid Search,CMP000009,Commit,Technical scoping,31,False
OPP000158,ACC000406,Cobalt Health 15 - RevOps Retainer,2026-02-13,2026-06-24,Closed Lost,132932,0.0,0.0,USR000021,Content Download,CMP000022,Closed,,28,False
OPP000159,ACC000436,Vertex Dynamics 39 - RevOps Retainer,2025-03-24,2025-08-08,Proposal,184971,0.6,110982.6,USR000023,Referral,CMP000019,Best Case,No next step logged,40,True
OPP000160,ACC000176,Pioneer Ops 94 - Lead Routing,2026-01-25,2026-07-04,Prospecting,41977,0.1,4197.7,USR000021,Partner,CMP000033,Pipeline,Schedule discovery,17,False
OPP000161,ACC000379,Evergreen Networks 48 - RevOps Retainer,2025-05-09,2025-09-03,Proposal,76607,0.6,45964.2,USR000011,Direct,CMP000024,Pipeline,Technical scoping,43,False
OPP000162,ACC000635,Nimbus Markets 25 - RevOps Retainer,2026-03-27,2026-07-09,Demo,104023,0.4,41609.2,USR000014,Outbound,CMP000030,Best Case,Legal review,41,False
OPP000163,ACC000009,Nova Markets - Reporting Build,2026-05-17,2026-10-24,Discovery,108424,0.25,27106.0,USR000007,Partner,CMP000036,Best Case,No next step logged,9,True
OPP000164,ACC000028,Keystone Markets - RevOps Retainer,2025-06-11,2025-08-18,Closed Won,28359,1.0,28359.0,USR000011,Organic Search,CMP000009,Closed,,35,False
OPP000165,ACC000397,Clearpath Markets 43 - RevOps Retainer,2025-12-29,2026-02-15,Closed Lost,5000,0.0,0.0,USR000010,Event,CMP000013,Closed,,26,False
OPP000166,ACC000355,Cobalt Group - Lifecycle Redesign,2025-03-03,2025-04-14,Discovery,68247,0.25,17061.75,USR000023,Partner,CMP000012,Pipeline,Technical scoping,7,False
OPP000167,ACC000475,Nimbus Analytics 84 - Lead Routing,2026-04-25,2026-05-15,Proposal,16582,0.6,9949.2,USR000011,Content Download,CMP000020,Commit,Schedule discovery,81,True
OPP000168,ACC000118,Meridian Labs 60 - Reporting Build,2025-01-19,2025-05-17,Closed Lost,604276,0.0,0.0,USR000011,Webinar,CMP000002,Closed,,40,False
OPP000169,ACC000353,Pioneer Solutions - Reporting Build,2025-01-24,2025-06-09,Demo,192703,0.4,77081.2,USR000022,Organic Search,CMP000023,Commit,Send proposal,20,False
OPP000170,ACC000259,Nimbus Software - Lifecycle Redesign,2025-12-23,2026-03-26,Discovery,35714,0.25,8928.5,USR000011,Partner,CMP000033,Commit,Technical scoping,65,True
OPP000171,ACC000618,Meridian Systems 13 - Lifecycle Redesign,2025-09-14,2025-12-12,Closed Won,50419,1.0,50419.0,USR000007,Webinar,,Closed,,33,False
OPP000172,ACC000133,Vertex Analytics - HubSpot-SFDC Integration,2025-02-26,2025-09-16,Closed Won,576628,1.0,576628.0,USR000023,Content Download,CMP000021,Closed,,37,False
OPP000173,ACC000235,Signal Works 47 - Reporting Build,2025-12-22,2026-03-01,Prospecting,80344,0.1,8034.4,USR000005,Outbound,CMP000008,Pipeline,Legal review,24,False
OPP000174,ACC000461,Northstar Intelligence - HubSpot-SFDC Integration,2025-12-15,2026-03-31,Closed Lost,35579,0.0,0.0,USR000007,Webinar,CMP000024,Closed,,35,False
OPP000175,ACC000272,Cobalt Platform 66 - HubSpot-SFDC Integration,2025-07-09,2025-12-12,Prospecting,83019,0.1,8301.9,USR000011,Partner,CMP000026,Pipeline,Executive follow-up,28,False
OPP000176,ACC000597,Meridian Platform 48 - RevOps Retainer,2026-03-28,2026-04-26,Closed Won,11622,1.0,11622.0,USR000005,Outbound,CMP000010,Closed,,28,False
OPP000177,ACC000432,Apex Platform 96 - Lead Routing,2025-09-18,2025-10-03,Closed Lost,24248,0.0,0.0,USR000018,Outbound,CMP000017,Closed,,32,False
OPP000178,ACC000158,Summit Markets 80 - Lifecycle Redesign,2025-04-27,2025-06-15,Proposal,25218,0.6,15130.8,USR000005,Event,CMP000013,Pipeline,Schedule discovery,63,True
OPP000179,ACC000105,Summit Ops - RevOps Retainer,2025-02-27,2025-06-29,Prospecting,125431,0.1,12543.1,USR000014,Event,CMP000024,Best Case,Send proposal,36,False
OPP000180,ACC000208,Atlas Platform 18 - RevOps Retainer,2025-11-20,2026-03-14,Proposal,44800,0.6,26880.0,USR000009,LinkedIn,CMP000034,Commit,Executive follow-up,70,True
OPP000181,ACC000388,Northstar Data 74 - Lifecycle Redesign,2025-06-14,2025-09-12,Discovery,106950,0.25,26737.5,USR000007,Organic Search,CMP000014,Best Case,No next step logged,32,True
OPP000182,ACC000504,Catalyst Markets - Lead Routing,2025-06-15,2025-10-24,Prospecting,135962,0.1,13596.2,USR000027,Outbound,CMP000036,Commit,Schedule discovery,32,False
OPP000183,ACC000465,Apex Solutions 28 - Reporting Build,2026-03-10,2026-06-02,Prospecting,12963,0.1,1296.3,USR000007,Content Download,CMP000031,Commit,Executive follow-up,55,True
OPP000184,ACC000026,Ironwood Markets - Lead Routing,2026-06-10,2026-10-15,Proposal,41580,0.6,24948.0,USR000021,Direct,CMP000006,Pipeline,Technical scoping,31,False
OPP000185,ACC000360,Clearpath Group 57 - HubSpot-SFDC Integration,2025-09-06,2026-02-26,Closed Lost,87031,0.0,0.0,USR000022,Referral,CMP000009,Closed,,25,False
OPP000186,ACC000479,Evergreen Markets 75 - Reporting Build,2025-07-29,2026-01-20,Proposal,83879,0.6,50327.4,USR000023,Event,CMP000004,Pipeline,Technical scoping,29,False
OPP000187,ACC000420,Northstar Health 3 - Lifecycle Redesign,2025-01-26,2025-05-04,Demo,109415,0.4,43766.0,USR000009,Organic Search,CMP000023,Pipeline,Schedule discovery,29,False
OPP000188,ACC000207,Meridian Works - RevOps Retainer,2025-03-18,2025-06-19,Prospecting,181758,0.1,18175.8,USR000007,Direct,CMP000032,Best Case,Schedule discovery,16,False
OPP000189,ACC000387,Apex Dynamics - Reporting Build,2026-03-20,2026-07-12,Negotiation,471164,0.75,353373.0,USR000014,Direct,CMP000028,Pipeline,Schedule discovery,22,False
OPP000190,ACC000308,BluePeak Data 9 - Reporting Build,2025-01-07,2025-03-02,Closed Lost,5460,0.0,0.0,USR000018,Organic Search,CMP000001,Closed,,54,False
OPP000191,ACC000464,Catalyst Intelligence - HubSpot-SFDC Integration,2025-07-18,2025-12-12,Closed Lost,62948,0.0,0.0,USR000022,Organic Search,CMP000028,Closed,,2,False
OPP000192,ACC000248,Signal Health - RevOps Retainer,2025-12-02,2026-03-26,Prospecting,22873,0.1,2287.3,USR000011,Webinar,CMP000030,Pipeline,Executive follow-up,27,False
OPP000193,ACC000251,Vertex Dynamics 65 - Lifecycle Redesign,2025-07-31,2026-01-13,Closed Lost,82848,0.0,0.0,USR000023,Outbound,CMP000013,Closed,,17,False
OPP000194,ACC000649,Atlas Data 82 - Lifecycle Redesign,2026-06-02,2026-09-01,Prospecting,55396,0.1,5539.6,USR000005,Organic Search,CMP000018,Pipeline,Executive follow-up,46,True
OPP000195,ACC000210,Northstar Software 45 - Lifecycle Redesign,2025-05-03,2025-07-07,Prospecting,73064,0.1,7306.4,USR000027,Webinar,CMP000024,Commit,Send proposal,21,False
OPP000196,ACC000595,Bright Software 68 - HubSpot-SFDC Integration,2025-11-14,2026-05-02,Demo,120283,0.4,48113.2,USR000018,Webinar,CMP000011,Pipeline,Schedule discovery,11,False
OPP000197,ACC000318,Bright Platform 58 - Lead Routing,2025-06-29,2025-10-02,Discovery,47296,0.25,11824.0,USR000027,Content Download,CMP000007,Best Case,Executive follow-up,10,False
OPP000198,ACC000643,Meridian Software - Reporting Build,2025-10-12,2026-03-23,Prospecting,87482,0.1,8748.2,USR000018,Webinar,,Commit,Schedule discovery,41,False
OPP000199,ACC000063,Nova Analytics - CRM Cleanup,2025-05-12,2025-10-20,Proposal,116653,0.6,69991.8,USR000022,Outbound,CMP000013,Commit,Technical scoping,21,False
OPP000200,ACC000147,Vertex Health 82 - Reporting Build,2026-04-10,2026-06-10,Discovery,181357,0.25,45339.25,USR000007,Referral,CMP000024,Commit,Legal review,30,False
OPP000201,ACC000453,Catalyst Solutions 70 - HubSpot-SFDC Integration,2026-04-30,2026-08-24,Proposal,257034,0.6,154220.4,USR000019,Partner,CMP000028,Best Case,Technical scoping,33,False
OPP000202,ACC000292,Apex Networks 54 - HubSpot-SFDC Integration,2025-09-09,2026-01-14,Proposal,176996,0.6,106197.6,USR000011,LinkedIn,CMP000034,Commit,Technical scoping,32,False
OPP000203,ACC000259,Nimbus Software - Lifecycle Redesign,2025-01-21,2025-03-31,Prospecting,10513,0.1,1051.3,USR000021,Organic Search,CMP000034,Commit,Send proposal,8,False
OPP000204,ACC000032,Bright Analytics - HubSpot-SFDC Integration,2025-12-03,2026-02-12,Proposal,22076,0.6,13245.6,USR000010,Webinar,CMP000032,Commit,Technical scoping,13,False
OPP000205,ACC000640,Northstar Markets 56 - Reporting Build,2026-01-20,2026-05-23,Negotiation,135263,0.75,101447.25,USR000009,Event,CMP000015,Best Case,Legal review,19,False
OPP000206,ACC000121,Bright Software - Lifecycle Redesign,2025-07-07,2025-12-15,Closed Won,163660,1.0,163660.0,USR000005,LinkedIn,CMP000034,Closed,,51,False
OPP000207,ACC000313,Pioneer Health 24 - CRM Cleanup,2025-02-27,2025-07-05,Discovery,301977,0.25,75494.25,USR000014,Partner,CMP000019,Best Case,Legal review,93,True
OPP000208,ACC000537,Keystone Dynamics 63 - CRM Cleanup,2025-11-09,2026-02-19,Discovery,73618,0.25,18404.5,USR000010,Outbound,CMP000019,Commit,Schedule discovery,55,True
OPP000209,ACC000196,Summit Software - RevOps Retainer,2025-04-15,2025-04-30,Demo,8100,0.4,3240.0,USR000023,Partner,CMP000011,Commit,Technical scoping,6,False
OPP000210,ACC000609,Keystone Ops - CRM Cleanup,2025-11-01,2026-02-14,Discovery,260712,0.25,65178.0,USR000027,Event,CMP000007,Pipeline,Executive follow-up,30,False
OPP000211,ACC000273,Summit Cloud - Reporting Build,2026-02-08,2026-08-06,Proposal,192005,0.6,115203.0,USR000018,Event,CMP000033,Best Case,No next step logged,56,True
OPP000212,ACC000159,Pioneer Software - CRM Cleanup,2025-04-18,2025-08-14,Negotiation,271773,0.75,203829.75,USR000011,LinkedIn,CMP000001,Best Case,Legal review,29,False
OPP000213,ACC000508,Signal Health 89 - Lifecycle Redesign,2026-03-25,2026-05-23,Proposal,40427,0.6,24256.2,USR000014,Referral,CMP000009,Best Case,Send proposal,15,False
OPP000214,ACC000282,BluePeak Markets 96 - RevOps Retainer,2025-02-16,2025-04-02,Discovery,52803,0.25,13200.75,USR000022,LinkedIn,CMP000026,Pipeline,Executive follow-up,19,False
OPP000215,ACC000532,Northstar Health - Reporting Build,2026-03-05,2026-07-20,Discovery,117241,0.25,29310.25,USR000019,Organic Search,CMP000018,Pipeline,Send proposal,23,False
OPP000216,ACC000575,Meridian Ops 42 - CRM Cleanup,2025-11-21,2026-04-27,Closed Lost,192205,0.0,0.0,USR000011,Referral,CMP000021,Closed,,14,False
OPP000217,ACC000632,Signal Markets 96 - CRM Cleanup,2026-05-06,2026-07-06,Proposal,45235,0.6,27141.0,USR000022,Organic Search,CMP000003,Pipeline,Legal review,30,False
OPP000218,ACC000098,Summit Networks 26 - HubSpot-SFDC Integration,2026-05-10,2026-08-11,Closed Won,104967,1.0,104967.0,USR000011,Paid Search,CMP000024,Closed,,21,False
OPP000219,ACC000240,Atlas Works - Reporting Build,2025-02-14,2025-06-14,Proposal,105687,0.6,63412.2,USR000022,LinkedIn,CMP000002,Pipeline,Technical scoping,38,False
OPP000220,ACC000215,Atlas Markets 26 - RevOps Retainer,2026-05-20,2026-08-06,Discovery,74486,0.25,18621.5,USR000011,Paid Search,CMP000028,Pipeline,Send proposal,56,True
OPP000221,ACC000387,Apex Dynamics - Reporting Build,2026-04-24,2026-09-30,Proposal,55003,0.6,33001.8,USR000018,Event,CMP000036,Commit,Send proposal,27,False
OPP000222,ACC000155,Clearpath Works 85 - Lifecycle Redesign,2025-04-25,2025-07-08,Closed Won,67419,1.0,67419.0,USR000022,Webinar,CMP000032,Closed,,22,False
OPP000223,ACC000224,Summit Works 32 - Lead Routing,2025-01-03,2025-03-08,Demo,17561,0.4,7024.4,USR000027,Direct,CMP000001,Commit,Technical scoping,28,False
OPP000224,ACC000650,Cobalt Analytics 22 - CRM Cleanup,2025-09-08,2026-02-06,Discovery,214134,0.25,53533.5,USR000011,Partner,CMP000035,Best Case,Technical scoping,30,False
OPP000225,ACC000438,Summit Networks 59 - CRM Cleanup,2026-06-10,2026-09-21,Discovery,50136,0.25,12534.0,USR000014,Direct,CMP000021,Best Case,Technical scoping,9,False
OPP000226,ACC000009,Nova Markets - HubSpot-SFDC Integration,2025-04-05,2025-09-17,Demo,115888,0.4,46355.2,USR000014,Outbound,CMP000004,Commit,Send proposal,16,False
OPP000227,ACC000413,Cobalt Systems - CRM Cleanup,2026-04-27,2026-07-06,Closed Lost,106185,0.0,0.0,USR000005,LinkedIn,CMP000025,Closed,,5,False
OPP000228,ACC000573,Cobalt Cloud 5 - CRM Cleanup,2025-07-25,2025-09-12,Prospecting,49172,0.1,4917.2,USR000019,Organic Search,,Commit,No next step logged,58,True
OPP000229,ACC000228,Cobalt Intelligence - Reporting Build,2026-01-19,2026-06-18,Discovery,64580,0.25,16145.0,USR000007,Event,CMP000010,Best Case,No next step logged,15,True
OPP000230,ACC000439,Signal Data 41 - Reporting Build,2025-02-02,2025-05-21,Prospecting,127457,0.1,12745.7,USR000011,Event,CMP000036,Commit,Executive follow-up,16,False
OPP000231,ACC000155,Clearpath Works 85 - RevOps Retainer,2025-05-15,2025-07-27,Negotiation,42128,0.75,31596.0,USR000027,Organic Search,CMP000005,Best Case,No next step logged,69,True
OPP000232,ACC000600,Northstar Networks 48 - Lifecycle Redesign,2026-02-21,2026-06-16,Discovery,68888,0.25,17222.0,USR000011,Referral,CMP000005,Commit,Send proposal,25,False
OPP000233,ACC000332,Bright Dynamics 96 - HubSpot-SFDC Integration,2026-04-27,2026-08-08,Negotiation,66377,0.75,49782.75,USR000021,Content Download,CMP000034,Pipeline,Executive follow-up,30,False
OPP000234,ACC000253,Ironwood Ops - CRM Cleanup,2025-10-06,2026-01-09,Closed Won,51569,1.0,51569.0,USR000005,Direct,CMP000030,Closed,,23,False
OPP000235,ACC000173,Keystone Health - Reporting Build,2025-03-03,2025-06-02,Discovery,11270,0.25,2817.5,USR000021,Outbound,CMP000007,Commit,Send proposal,29,False
OPP000236,ACC000418,Vertex Group - RevOps Retainer,2025-10-17,2026-01-31,Proposal,40649,0.6,24389.4,USR000014,Event,CMP000032,Pipeline,Technical scoping,36,False
OPP000237,ACC000433,Catalyst Ops - Lifecycle Redesign,2025-12-23,2026-04-11,Closed Lost,235669,0.0,0.0,USR000009,Referral,CMP000035,Closed,,8,False
OPP000238,ACC000119,BluePeak Systems 86 - RevOps Retainer,2026-02-27,2026-04-11,Negotiation,52413,0.75,39309.75,USR000014,Event,CMP000022,Commit,Executive follow-up,33,False
OPP000239,ACC000304,Evergreen Markets 98 - Lead Routing,2025-12-25,2026-05-03,Negotiation,122490,0.75,91867.5,USR000021,Partner,CMP000025,Pipeline,No next step logged,30,True
OPP000240,ACC000462,Northstar Systems 91 - HubSpot-SFDC Integration,2026-05-20,2026-07-24,Prospecting,149489,0.1,14948.9,USR000009,Paid Search,CMP000014,Best Case,Legal review,17,False
OPP000241,ACC000224,Summit Works 32 - RevOps Retainer,2025-09-05,2025-09-20,Discovery,51889,0.25,12972.25,USR000018,Event,CMP000027,Pipeline,Technical scoping,18,False
OPP000242,ACC000128,Ironwood Cloud - Reporting Build,2025-02-06,2025-04-23,Discovery,22626,0.25,5656.5,USR000023,Partner,CMP000006,Commit,Schedule discovery,27,False
OPP000243,ACC000078,Bright Solutions - Reporting Build,2026-04-24,2026-05-13,Closed Lost,28577,0.0,0.0,USR000027,Webinar,CMP000012,Closed,,27,False
OPP000244,ACC000463,Catalyst Health 65 - RevOps Retainer,2025-02-01,2025-05-05,Demo,180122,0.4,72048.8,USR000005,Webinar,CMP000033,Best Case,Legal review,29,False
OPP000245,ACC000342,Atlas Analytics 85 - Reporting Build,2025-04-10,2025-07-05,Proposal,16147,0.6,9688.2,USR000005,Referral,CMP000010,Pipeline,Legal review,66,True
OPP000246,ACC000337,Vertex Systems 29 - HubSpot-SFDC Integration,2025-09-15,2026-03-22,Negotiation,141492,0.75,106119.0,USR000027,Outbound,CMP000011,Best Case,No next step logged,30,True
OPP000247,ACC000346,Vertex Platform - Lifecycle Redesign,2025-01-12,2025-04-22,Proposal,172825,0.6,103695.0,USR000009,Direct,CMP000029,Commit,No next step logged,29,True
OPP000248,ACC000149,Signal Cloud 71 - HubSpot-SFDC Integration,2025-06-01,2025-07-23,Demo,40522,0.4,16208.8,USR000018,Referral,CMP000034,Best Case,Technical scoping,23,False
OPP000249,ACC000530,Summit Labs - Lead Routing,2025-07-27,2025-09-01,Prospecting,15256,0.1,1525.6,USR000027,Referral,CMP000002,Pipeline,Legal review,14,False
OPP000250,ACC000106,Clearpath Data - CRM Cleanup,2025-12-29,2026-03-13,Demo,29283,0.4,11713.2,USR000023,Organic Search,CMP000003,Commit,No next step logged,43,True
OPP000251,ACC000022,Summit Dynamics - CRM Cleanup,2026-01-11,2026-05-15,Closed Lost,80411,0.0,0.0,USR000019,Referral,CMP000016,Closed,,70,False
OPP000252,ACC000009,Nova Markets - RevOps Retainer,2025-03-27,2025-09-28,Proposal,73282,0.6,43969.2,USR000005,Organic Search,CMP000036,Commit,Send proposal,39,False
OPP000253,ACC000375,Apex Group - RevOps Retainer,2026-01-21,2026-06-07,Prospecting,109162,0.1,10916.2,USR000010,Outbound,CMP000017,Best Case,Send proposal,30,False
OPP000254,ACC000056,Evergreen Software - CRM Cleanup,2026-01-26,2026-04-13,Prospecting,50554,0.1,5055.4,USR000019,Partner,CMP000005,Best Case,Send proposal,33,False
OPP000255,ACC000555,Keystone Systems 68 - RevOps Retainer,2026-04-13,2026-07-28,Closed Lost,58838,0.0,0.0,USR000005,Paid Search,CMP000023,Closed,,36,False
OPP000256,ACC000361,Signal Markets - CRM Cleanup,2026-02-28,2026-05-15,Closed Lost,86754,0.0,0.0,USR000022,Event,CMP000006,Closed,,17,False
OPP000257,ACC000535,Ironwood Health 54 - Reporting Build,2025-09-12,2026-03-05,Discovery,59981,0.25,14995.25,USR000014,Organic Search,CMP000002,Pipeline,No next step logged,13,True
OPP000258,ACC000317,Cobalt Health - CRM Cleanup,2025-05-03,2025-08-15,Closed Won,95604,1.0,95604.0,USR000023,Partner,CMP000021,Closed,,27,False
OPP000259,ACC000086,Atlas Health - RevOps Retainer,2025-07-23,2025-11-01,Prospecting,86124,0.1,8612.4,USR000014,Paid Search,CMP000011,Pipeline,Schedule discovery,12,False
OPP000260,ACC000210,Northstar Software 45 - Lead Routing,2025-10-11,2025-11-06,Closed Lost,65434,0.0,0.0,USR000005,Content Download,CMP000030,Closed,,10,False
OPP000261,ACC000389,Evergreen Intelligence 71 - HubSpot-SFDC Integration,2026-02-23,2026-07-21,Demo,131467,0.4,52586.8,USR000022,Paid Search,CMP000003,Commit,Executive follow-up,20,False
OPP000262,ACC000317,Cobalt Health - Reporting Build,2025-10-19,2025-12-21,Proposal,41335,0.6,24801.0,USR000022,Organic Search,CMP000029,Best Case,Technical scoping,36,False
OPP000263,ACC000025,Evergreen Systems - Reporting Build,2025-11-23,2026-03-26,Proposal,125853,0.6,75511.8,USR000007,Paid Search,CMP000007,Best Case,Legal review,22,False
OPP000264,ACC000582,Evergreen Data 84 - Lifecycle Redesign,2025-12-20,2026-02-22,Discovery,6056,0.25,1514.0,USR000027,Content Download,CMP000017,Commit,Schedule discovery,34,False
OPP000265,ACC000232,Nova Networks - CRM Cleanup,2026-03-17,2026-05-15,Proposal,12836,0.6,7701.6,USR000005,Direct,CMP000027,Best Case,Technical scoping,19,False
OPP000266,ACC000646,Summit Data 97 - Reporting Build,2026-05-10,2026-07-06,Closed Won,37586,1.0,37586.0,USR000027,Referral,CMP000019,Closed,,29,False
OPP000267,ACC000340,Summit Health 69 - HubSpot-SFDC Integration,2025-02-24,2025-07-02,Closed Lost,198693,0.0,0.0,USR000019,LinkedIn,CMP000005,Closed,,31,False
OPP000268,ACC000298,Signal Networks - Lead Routing,2026-05-21,2026-10-19,Discovery,136060,0.25,34015.0,USR000019,Direct,CMP000012,Commit,No next step logged,5,True
OPP000269,ACC000085,Signal Analytics - RevOps Retainer,2025-05-08,2025-08-15,Demo,47451,0.4,18980.4,USR000010,Partner,CMP000015,Best Case,Legal review,13,False
OPP000270,ACC000216,Meridian Ops - CRM Cleanup,2025-07-09,2025-11-29,Closed Won,79753,1.0,79753.0,USR000019,Content Download,,Closed,,8,False
OPP000271,ACC000538,Northstar Markets 65 - HubSpot-SFDC Integration,2025-11-30,2026-02-25,Demo,120781,0.4,48312.4,USR000023,Outbound,CMP000027,Best Case,Schedule discovery,52,True
